Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 3, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 10.0, 'lr': 0.01, 'network': 35, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1640809418'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 3, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 1.0, 'lr': 0.01, 'network': 35, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1640809418'}
Loaded pretrained weights.
#i	Loss	VTE	TV
80	-0.02	-0.02(-0.02)	0.0(754)
90	0.14	-0.03(-0.03)	0.18(352)
90	-0.0	-0.03(-0.03)	0.03(591)
90	0.99	-0.04(-0.04)	1.02(205)
90	-0.02	-0.03(-0.03)	0.0(690)
100	0.1	-0.05(-0.05)	0.14(282)
100	-0.01	-0.04(-0.04)	0.03(561)
100	0.71	-0.06(-0.06)	0.77(153)
100	-0.03	-0.04(-0.04)	0.0(654)
110	0.09	-0.06(-0.06)	0.15(295)
110	-0.01	-0.04(-0.04)	0.03(665)
110	0.65	-0.08(-0.08)	0.73(147)
110	-0.03	-0.04(-0.04)	0.0(735)
120	0.15	-0.05(-0.05)	0.19(384)
120	0.01	-0.03(-0.03)	0.04(822)
120	0.9	-0.07(-0.07)	0.97(193)
120	-0.02	-0.03(-0.03)	0.0(937)
130	0.06	-0.08(-0.08)	0.14(281)
130	-0.02	-0.05(-0.05)	0.03(650)
130	0.52	-0.11(-0.11)	0.63(127)
130	-0.04	-0.05(-0.05)	0.0(733)
140	-0.02	-0.05(-0.05)	0.03(652)
140	0.09	-0.07(-0.07)	0.17(333)
140	0.66	-0.07(-0.07)	0.73(146)
140	-0.05	-0.05(-0.05)	0.0(731)
150	0.0	-0.04(-0.04)	0.04(756)
150	0.18	-0.05(-0.05)	0.22(444)
150	0.75	-0.05(-0.05)	0.81(162)
150	-0.03	-0.03(-0.03)	0.0(828)
160	-0.01	-0.04(-0.04)	0.03(672)
160	0.1	-0.06(-0.06)	0.16(320)
160	0.7	-0.06(-0.06)	0.76(153)
160	-0.04	-0.04(-0.04)	0.0(769)
170	-0.04	-0.06(-0.06)	0.02(478)
170	0.03	-0.09(-0.09)	0.12(240)
170	0.52	-0.09(-0.09)	0.61(123)
170	-0.06	-0.06(-0.06)	0.0(575)
180	-0.01	-0.04(-0.04)	0.03(670)
180	0.1	-0.06(-0.06)	0.16(322)
180	0.57	-0.07(-0.07)	0.64(127)
180	-0.04	-0.04(-0.04)	0.0(770)
190	-0.05	-0.08(-0.08)	0.03(601)
190	0.08	-0.09(-0.09)	0.17(340)
190	-0.07	-0.08(-0.08)	0.0(682)
190	0.6	-0.07(-0.07)	0.67(134)
200	-0.03	-0.06(-0.06)	0.04(716)
200	0.1	-0.08(-0.08)	0.18(368)
200	-0.06	-0.06(-0.06)	0.0(808)
200	0.62	-0.09(-0.09)	0.71(143)
210	-0.05	-0.08(-0.08)	0.02(461)
210	0.0	-0.11(-0.11)	0.11(220)
210	0.24	-0.12(-0.12)	0.35(70.9)
210	-0.07	-0.08(-0.08)	0.0(533)
220	-0.02	-0.05(-0.05)	0.03(624)
220	0.05	-0.09(-0.09)	0.13(262)
220	0.31	-0.1(-0.1)	0.41(82.5)
220	-0.05	-0.05(-0.05)	0.0(737)
230	0.13	-0.05(-0.05)	0.18(358)
230	0.0	-0.03(-0.03)	0.04(729)
230	0.52	-0.06(-0.06)	0.59(117)
230	-0.03	-0.03(-0.03)	0.0(849)
240	-0.0	-0.12(-0.12)	0.12(231)
240	-0.06	-0.08(-0.08)	0.02(492)
240	0.19	-0.11(-0.11)	0.3(60.6)
240	-0.08	-0.09(-0.09)	0.0(572)
250	0.03	-0.11(-0.11)	0.14(280)
250	-0.05	-0.08(-0.08)	0.03(595)
250	0.3	-0.09(-0.09)	0.39(78.1)
250	-0.07	-0.08(-0.08)	0.0(708)
260	0.05	-0.08(-0.08)	0.14(274)
260	-0.03	-0.06(-0.06)	0.03(635)
260	0.31	-0.08(-0.08)	0.4(79.0)
260	-0.06	-0.06(-0.06)	0.0(753)
270	-0.01	-0.13(-0.13)	0.12(242)
270	-0.07	-0.1(-0.1)	0.03(554)
270	0.14	-0.13(-0.13)	0.28(55.2)
270	-0.09	-0.09(-0.09)	0.0(669)
280	0.05	-0.09(-0.09)	0.14(285)
280	-0.04	-0.07(-0.07)	0.03(619)
280	0.19	-0.09(-0.09)	0.27(54.7)
280	-0.06	-0.06(-0.06)	0.0(741)
290	-0.03	-0.12(-0.12)	0.09(177)
290	-0.06	-0.09(-0.09)	0.03(519)
290	0.11	-0.09(-0.09)	0.2(40.3)
290	-0.08	-0.09(-0.09)	0.0(643)
300	-0.04	-0.12(-0.12)	0.08(166)
300	-0.05	-0.08(-0.08)	0.03(565)
300	-0.07	-0.07(-0.07)	0.0(728)
300	0.12	-0.1(-0.1)	0.22(43.8)
310	-0.07	-0.13(-0.13)	0.06(122)
310	-0.09	-0.11(-0.11)	0.02(347)
310	-0.11	-0.11(-0.11)	0.0(465)
310	0.01	-0.11(-0.11)	0.12(23.6)
320	-0.06	-0.14(-0.14)	0.08(158)
320	-0.09	-0.11(-0.11)	0.02(416)
320	-0.11	-0.11(-0.11)	0.0(573)
320	0.06	-0.12(-0.12)	0.19(37.1)
330	-0.06	-0.12(-0.12)	0.06(127)
330	-0.08	-0.1(-0.1)	0.02(420)
330	-0.08	-0.08(-0.08)	0.0(592)
330	0.03	-0.1(-0.1)	0.12(24.6)
340	-0.08	-0.14(-0.14)	0.06(123)
340	-0.09	-0.11(-0.11)	0.02(399)
340	-0.1	-0.1(-0.1)	0.0(581)
340	-0.03	-0.12(-0.12)	0.09(17.2)
350	-0.11	-0.16(-0.16)	0.05(98.0)
350	-0.11	-0.13(-0.13)	0.02(357)
350	-0.12	-0.12(-0.12)	0.0(533)
350	-0.05	-0.11(-0.11)	0.07(13.6)
360	-0.11	-0.16(-0.16)	0.05(99.4)
360	-0.11	-0.13(-0.13)	0.02(391)
360	-0.11	-0.11(-0.11)	0.0(600)
360	-0.06	-0.12(-0.12)	0.07(13.2)
370	-0.11	-0.15(-0.15)	0.04(86.1)
370	-0.1	-0.11(-0.11)	0.02(352)
370	-0.1	-0.11(-0.11)	0.0(551)
370	-0.06	-0.11(-0.11)	0.06(11.6)
380	-0.16	-0.19(-0.19)	0.03(61.1)
380	-0.14	-0.15(-0.15)	0.01(268)
380	-0.15	-0.15(-0.15)	0.0(429)
380	-0.1	-0.15(-0.15)	0.04(8.31)
390	-0.12	-0.17(-0.17)	0.05(96.0)
390	-0.11	-0.13(-0.13)	0.02(414)
390	-0.12	-0.12(-0.12)	0.0(662)
390	-0.09	-0.15(-0.15)	0.07(13.5)
400	-0.04	-0.08(-0.08)	0.04(71.0)
400	-0.06	-0.07(-0.07)	0.02(304)
400	-0.06	-0.06(-0.06)	0.0(486)
400	0.01	-0.04(-0.04)	0.05(10.0)
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 6, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.01, 'lr': 1.0, 'network': 35, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1640809481'}
Loaded pretrained weights.
#i	Loss	VTE	TV
0	0.01	0.01(0.01)	0.0(755)
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 6, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.1, 'lr': 1.0, 'network': 35, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1640809481'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 6, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 10.0, 'lr': 1.0, 'network': 35, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470751'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 6, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 1.0, 'lr': 1.0, 'network': 35, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1640809481'}
Loaded pretrained weights.
#i	Loss	VTE	TV
0	0.04	0.01(0.01)	0.04(755)
0	3.78	0.01(0.01)	3.78(755)
0	0.38	0.01(0.01)	0.38(755)
10	-0.0	-0.01(-0.01)	0.0(649)
10	0.02	-0.01(-0.01)	0.03(571)
10	0.2	-0.02(-0.02)	0.22(446)
10	2.54	-0.03(-0.03)	2.57(515)
20	0.0	-0.0(-0.0)	0.0(962)
20	0.04	-0.0(-0.0)	0.04(871)
20	0.4	-0.01(-0.01)	0.41(818)
20	2.73	-0.02(-0.02)	2.74(549)
30	-0.01	-0.02(-0.02)	0.0(849)
30	0.02	-0.02(-0.02)	0.04(779)
30	0.26	-0.02(-0.02)	0.28(556)
30	3.56	-0.03(-0.03)	3.6(719)
40	-0.03	-0.04(-0.04)	0.0(816)
40	-0.01	-0.04(-0.04)	0.03(681)
40	0.29	-0.03(-0.03)	0.32(642)
40	4.12	-0.03(-0.03)	4.15(829)
50	0.0	-0.0(-0.0)	0.0(846)
50	0.04	0.0(0.0)	0.04(777)
50	0.34	-0.01(-0.01)	0.35(693)
50	2.47	-0.05(-0.05)	2.51(503)
60	0.02	0.02(0.02)	0.0(850)
60	0.06	0.02(0.02)	0.04(747)
60	0.27	0.01(0.01)	0.26(528)
60	2.64	-0.02(-0.02)	2.66(533)
70	-0.02	-0.03(-0.03)	0.0(784)
70	0.01	-0.03(-0.03)	0.03(680)
70	0.23	-0.03(-0.03)	0.26(526)
70	2.52	-0.03(-0.03)	2.55(510)
80	-0.0	-0.01(-0.01)	0.0(835)
80	0.03	-0.01(-0.01)	0.04(770)
80	0.28	-0.01(-0.01)	0.29(584)
80	1.99	-0.03(-0.03)	2.02(405)
90	-0.01	-0.01(-0.01)	0.0(741)
90	0.02	-0.01(-0.01)	0.03(688)
90	0.25	-0.02(-0.02)	0.27(540)
90	2.98	-0.02(-0.02)	2.99(598)
100	-0.01	-0.01(-0.01)	0.0(723)
100	0.02	-0.01(-0.01)	0.03(645)
100	2.18	-0.04(-0.04)	2.22(444)
100	0.23	-0.02(-0.02)	0.25(496)
110	-0.01	-0.01(-0.01)	0.0(819)
110	0.02	-0.02(-0.02)	0.04(750)
110	2.22	-0.06(-0.06)	2.27(455)
110	0.22	-0.02(-0.02)	0.25(493)
120	-0.0	-0.01(-0.01)	0.01(1087)
120	0.04	-0.01(-0.01)	0.05(1009)
120	2.42	-0.04(-0.04)	2.46(492)
120	0.27	-0.02(-0.02)	0.3(592)
130	-0.02	-0.03(-0.03)	0.0(838)
130	0.01	-0.03(-0.03)	0.04(762)
130	1.84	-0.07(-0.07)	1.92(384)
130	0.21	-0.04(-0.04)	0.25(500)
140	-0.02	-0.02(-0.02)	0.0(849)
140	0.01	-0.03(-0.03)	0.04(797)
140	2.27	-0.06(-0.06)	2.33(466)
140	0.22	-0.04(-0.04)	0.26(523)
150	-0.02	-0.02(-0.02)	0.0(905)
150	2.49	-0.04(-0.04)	2.53(506)
150	0.02	-0.02(-0.02)	0.04(845)
150	0.26	-0.03(-0.03)	0.29(572)
160	2.19	-0.05(-0.05)	2.23(447)
160	-0.03	-0.03(-0.03)	0.0(838)
160	0.0	-0.04(-0.04)	0.04(770)
160	0.19	-0.04(-0.04)	0.24(472)
170	1.76	-0.06(-0.06)	1.82(364)
170	-0.04	-0.04(-0.04)	0.0(608)
170	-0.01	-0.04(-0.04)	0.03(527)
170	0.16	-0.04(-0.04)	0.2(399)
180	1.73	-0.05(-0.05)	1.79(358)
180	-0.01	-0.01(-0.01)	0.0(876)
180	0.03	-0.01(-0.01)	0.04(810)
180	0.22	-0.02(-0.02)	0.25(492)
190	1.92	-0.06(-0.06)	1.98(396)
190	-0.07	-0.07(-0.07)	0.0(736)
190	-0.04	-0.07(-0.07)	0.03(675)
190	0.16	-0.07(-0.07)	0.23(467)
200	2.43	-0.04(-0.04)	2.47(494)
200	-0.05	-0.06(-0.06)	0.0(885)
200	-0.02	-0.06(-0.06)	0.04(819)
200	0.16	-0.09(-0.09)	0.26(511)
210	1.01	-0.1(-0.1)	1.1(221)
210	-0.04	-0.04(-0.04)	0.0(607)
210	-0.02	-0.04(-0.04)	0.03(552)
210	0.09	-0.06(-0.06)	0.15(295)
220	1.15	-0.07(-0.07)	1.23(246)
220	-0.01	-0.02(-0.02)	0.0(821)
220	0.02	-0.02(-0.02)	0.04(727)
220	0.16	-0.03(-0.03)	0.18(366)
230	1.33	-0.05(-0.05)	1.38(277)
230	0.01	0.0(0.0)	0.0(937)
230	0.05	0.0(0.0)	0.04(850)
230	0.28	-0.0(-0.0)	0.28(556)
240	0.62	-0.11(-0.11)	0.72(145)
240	-0.05	-0.05(-0.05)	0.0(642)
240	-0.03	-0.06(-0.06)	0.03(579)
240	0.11	-0.07(-0.07)	0.18(351)
250	1.07	-0.08(-0.08)	1.15(230)
250	-0.03	-0.04(-0.04)	0.0(810)
250	-0.0	-0.04(-0.04)	0.04(782)
250	0.18	-0.06(-0.06)	0.23(461)
260	0.96	-0.07(-0.07)	1.03(206)
260	-0.02	-0.02(-0.02)	0.0(890)
260	0.01	-0.03(-0.03)	0.04(812)
260	0.17	-0.05(-0.05)	0.22(432)
270	0.68	-0.11(-0.11)	0.79(159)
270	-0.04	-0.05(-0.05)	0.0(750)
270	-0.01	-0.05(-0.05)	0.03(649)
270	0.13	-0.06(-0.06)	0.19(378)
280	0.68	-0.09(-0.09)	0.77(154)
280	-0.03	-0.03(-0.03)	0.0(848)
280	0.0	-0.03(-0.03)	0.04(755)
280	0.14	-0.05(-0.05)	0.19(389)
290	0.48	-0.1(-0.1)	0.58(115)
290	-0.07	-0.07(-0.07)	0.0(726)
290	-0.05	-0.08(-0.08)	0.03(622)
290	0.06	-0.1(-0.1)	0.15(309)
300	0.6	-0.09(-0.09)	0.69(138)
300	-0.04	-0.04(-0.04)	0.0(815)
300	-0.01	-0.04(-0.04)	0.03(688)
300	0.08	-0.07(-0.07)	0.15(291)
310	0.23	-0.12(-0.12)	0.34(68.6)
310	-0.08	-0.08(-0.08)	0.0(528)
310	-0.05	-0.08(-0.08)	0.02(452)
310	0.02	-0.1(-0.1)	0.12(240)
320	0.28	-0.12(-0.12)	0.4(79.7)
320	-0.08	-0.09(-0.09)	0.0(662)
320	-0.05	-0.08(-0.08)	0.03(566)
320	0.04	-0.1(-0.1)	0.14(284)
330	0.35	-0.09(-0.09)	0.44(88.4)
330	-0.05	-0.06(-0.06)	0.0(687)
330	-0.03	-0.06(-0.06)	0.03(578)
330	0.04	-0.09(-0.09)	0.13(258)
340	0.08	-0.13(-0.13)	0.21(41.7)
340	-0.08	-0.08(-0.08)	0.0(678)
340	-0.06	-0.09(-0.09)	0.03(568)
340	-0.01	-0.12(-0.12)	0.11(211)
350	0.07	-0.11(-0.11)	0.19(37.8)
350	-0.11	-0.11(-0.11)	0.0(615)
350	-0.09	-0.12(-0.12)	0.03(500)
350	-0.05	-0.14(-0.14)	0.09(181)
360	0.01	-0.13(-0.13)	0.13(26.8)
360	-0.09	-0.09(-0.09)	0.0(679)
360	-0.07	-0.1(-0.1)	0.03(535)
360	-0.04	-0.13(-0.13)	0.09(170)
370	-0.02	-0.12(-0.12)	0.1(19.4)
370	-0.09	-0.1(-0.1)	0.0(609)
370	-0.08	-0.1(-0.1)	0.02(461)
370	-0.08	-0.14(-0.14)	0.06(119)
380	-0.1	-0.16(-0.16)	0.06(11.9)
380	-0.14	-0.14(-0.14)	0.0(468)
380	-0.14	-0.15(-0.15)	0.02(343)
380	-0.14	-0.18(-0.18)	0.04(75.3)
390	-0.06	-0.15(-0.15)	0.09(17.3)
390	-0.11	-0.12(-0.12)	0.0(716)
390	-0.1	-0.13(-0.13)	0.03(521)
390	-0.11	-0.16(-0.16)	0.06(115)
400	0.02	-0.05(-0.05)	0.06(12.5)
400	-0.06	-0.06(-0.06)	0.0(525)
400	-0.04	-0.06(-0.06)	0.02(382)
400	-0.03	-0.07(-0.07)	0.04(83.6)
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 9, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 1.0, 'lr': 0.01, 'network': 35, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470755'}
Loaded pretrained weights.
#i	Loss	VTE	TV
0	0.34	-0.03(-0.03)	0.38(755)
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 9, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.01, 'lr': 0.01, 'network': 35, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470753'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 9, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 10.0, 'lr': 0.01, 'network': 35, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470752'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 9, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.1, 'lr': 0.01, 'network': 35, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470754'}
Loaded pretrained weights.
#i	Loss	VTE	TV
0	-0.03	-0.03(-0.03)	0.0(755)
0	3.74	-0.03(-0.03)	3.78(755)
0	0.0	-0.03(-0.03)	0.04(755)
10	0.19	-0.07(-0.07)	0.26(515)
10	-0.06	-0.07(-0.07)	0.0(603)
10	2.12	-0.06(-0.06)	2.18(435)
10	-0.04	-0.07(-0.07)	0.03(593)
20	0.26	-0.06(-0.06)	0.32(639)
20	-0.05	-0.06(-0.06)	0.0(879)
20	2.08	-0.05(-0.05)	2.13(426)
20	-0.01	-0.06(-0.06)	0.04(852)
30	0.13	-0.09(-0.09)	0.22(440)
30	-0.08	-0.09(-0.09)	0.0(722)
30	0.92	-0.08(-0.08)	1.01(201)
30	-0.05	-0.09(-0.09)	0.03(691)
40	0.11	-0.09(-0.09)	0.2(395)
40	-0.08	-0.08(-0.08)	0.0(776)
40	0.34	-0.07(-0.07)	0.41(82.5)
40	-0.04	-0.08(-0.08)	0.04(734)
50	0.03	-0.12(-0.12)	0.16(311)
50	-0.11	-0.12(-0.12)	0.0(753)
50	0.02	-0.09(-0.09)	0.11(21.9)
50	-0.08	-0.12(-0.12)	0.04(701)
60	0.04	-0.09(-0.09)	0.13(252)
60	-0.0	-0.07(-0.07)	0.07(14.1)
60	-0.08	-0.08(-0.08)	0.0(731)
60	-0.05	-0.08(-0.08)	0.03(673)
70	-0.0	-0.1(-0.1)	0.1(197)
70	-0.03	-0.09(-0.09)	0.06(12.2)
70	-0.09	-0.09(-0.09)	0.0(666)
70	-0.06	-0.09(-0.09)	0.03(606)
80	0.01	-0.08(-0.08)	0.09(172)
80	-0.01	-0.07(-0.07)	0.06(11.5)
80	-0.08	-0.08(-0.08)	0.0(681)
80	-0.05	-0.08(-0.08)	0.03(613)
90	-0.02	-0.09(-0.09)	0.07(140)
90	-0.03	-0.07(-0.07)	0.04(7.91)
90	-0.09	-0.09(-0.09)	0.0(627)
90	-0.06	-0.09(-0.09)	0.03(559)
100	-0.07	-0.13(-0.13)	0.06(118)
100	-0.03	-0.08(-0.08)	0.06(11.0)
100	-0.13	-0.13(-0.13)	0.0(605)
100	-0.11	-0.13(-0.13)	0.03(533)
110	-0.1	-0.16(-0.16)	0.06(119)
110	-0.14	-0.14(-0.14)	0.0(655)
110	-0.09	-0.14(-0.14)	0.05(9.16)
110	-0.12	-0.15(-0.15)	0.03(570)
120	-0.03	-0.11(-0.11)	0.07(147)
120	-0.09	-0.1(-0.1)	0.0(845)
120	-0.03	-0.09(-0.09)	0.06(12.4)
120	-0.06	-0.1(-0.1)	0.04(728)
130	-0.12	-0.18(-0.18)	0.06(111)
130	-0.17	-0.17(-0.17)	0.0(662)
130	-0.08	-0.14(-0.14)	0.06(11.3)
130	-0.15	-0.18(-0.18)	0.03(564)
140	-0.07	-0.12(-0.12)	0.05(104)
140	-0.12	-0.13(-0.13)	0.0(662)
140	-0.06	-0.1(-0.1)	0.05(9.73)
140	-0.1	-0.13(-0.13)	0.03(558)
150	-0.03	-0.09(-0.09)	0.06(115)
150	-0.09	-0.09(-0.09)	0.0(696)
150	-0.03	-0.09(-0.09)	0.06(12.2)
150	-0.06	-0.09(-0.09)	0.03(581)
160	-0.05	-0.1(-0.1)	0.05(104)
160	-0.09	-0.1(-0.1)	0.0(668)
160	-0.04	-0.09(-0.09)	0.05(9.97)
160	-0.07	-0.1(-0.1)	0.03(554)
170	-0.14	-0.18(-0.18)	0.04(82.4)
170	-0.1	-0.14(-0.14)	0.04(7.68)
170	-0.17	-0.17(-0.17)	0.0(530)
170	-0.15	-0.18(-0.18)	0.02(436)
180	-0.08	-0.13(-0.13)	0.05(98.9)
180	-0.05	-0.09(-0.09)	0.05(9.26)
180	-0.12	-0.12(-0.12)	0.0(682)
180	-0.1	-0.13(-0.13)	0.03(555)
190	-0.1	-0.14(-0.14)	0.04(82.8)
190	-0.06	-0.1(-0.1)	0.05(9.08)
190	-0.13	-0.14(-0.14)	0.0(594)
190	-0.12	-0.14(-0.14)	0.02(480)
200	-0.13	-0.18(-0.18)	0.05(92.5)
200	-0.08	-0.13(-0.13)	0.06(11.4)
200	-0.16	-0.16(-0.16)	0.0(696)
200	-0.14	-0.17(-0.17)	0.03(558)
210	-0.17	-0.2(-0.2)	0.03(64.3)
210	-0.18	-0.18(-0.18)	0.0(481)
210	-0.14	-0.18(-0.18)	0.04(7.55)
210	-0.17	-0.19(-0.19)	0.02(384)
220	-0.16	-0.2(-0.2)	0.04(86.1)
220	-0.17	-0.17(-0.17)	0.0(659)
220	-0.14	-0.19(-0.19)	0.05(9.57)
220	-0.15	-0.18(-0.18)	0.03(524)
230	-0.09	-0.13(-0.13)	0.05(96.8)
230	-0.11	-0.12(-0.12)	0.0(759)
230	-0.07	-0.12(-0.12)	0.06(11.2)
230	-0.09	-0.12(-0.12)	0.03(600)
240	-0.16	-0.19(-0.19)	0.03(61.7)
240	-0.19	-0.19(-0.19)	0.0(514)
240	-0.1	-0.14(-0.14)	0.04(7.4)
240	-0.17	-0.19(-0.19)	0.02(404)
250	-0.14	-0.18(-0.18)	0.04(80.3)
250	-0.16	-0.17(-0.17)	0.0(664)
250	-0.1	-0.15(-0.15)	0.05(9.85)
250	-0.15	-0.17(-0.17)	0.03(520)
260	-0.12	-0.17(-0.17)	0.04(84.3)
260	-0.15	-0.15(-0.15)	0.0(707)
260	-0.09	-0.13(-0.13)	0.05(9.06)
260	-0.13	-0.16(-0.16)	0.03(552)
270	-0.18	-0.22(-0.22)	0.04(75.7)
270	-0.16	-0.2(-0.2)	0.04(8.78)
270	-0.19	-0.19(-0.19)	0.0(637)
270	-0.17	-0.2(-0.2)	0.02(496)
280	-0.12	-0.16(-0.16)	0.04(82.1)
280	-0.07	-0.12(-0.12)	0.05(9.87)
280	-0.15	-0.15(-0.15)	0.0(707)
280	-0.13	-0.16(-0.16)	0.03(548)
290	-0.14	-0.17(-0.17)	0.03(67.8)
290	-0.1	-0.13(-0.13)	0.04(7.47)
290	-0.16	-0.16(-0.16)	0.0(627)
290	-0.14	-0.17(-0.17)	0.02(481)
300	-0.16	-0.2(-0.2)	0.04(79.7)
300	-0.13	-0.17(-0.17)	0.04(8.65)
300	-0.17	-0.17(-0.17)	0.0(732)
300	-0.15	-0.18(-0.18)	0.03(562)
310	-0.17	-0.19(-0.19)	0.03(50.6)
310	-0.11	-0.14(-0.14)	0.03(5.38)
310	-0.18	-0.19(-0.19)	0.02(368)
310	-0.19	-0.19(-0.19)	0.0(482)
320	-0.19	-0.22(-0.22)	0.03(62.7)
320	-0.14	-0.17(-0.17)	0.03(6.66)
320	-0.18	-0.2(-0.2)	0.02(462)
320	-0.19	-0.2(-0.2)	0.0(606)
330	-0.15	-0.19(-0.19)	0.03(70.0)
330	-0.12	-0.16(-0.16)	0.04(7.24)
330	-0.15	-0.17(-0.17)	0.02(493)
330	-0.17	-0.17(-0.17)	0.0(642)
340	-0.16	-0.2(-0.2)	0.03(65.4)
340	-0.12	-0.15(-0.15)	0.04(7.03)
340	-0.16	-0.19(-0.19)	0.02(487)
340	-0.18	-0.18(-0.18)	0.0(640)
350	-0.17	-0.2(-0.2)	0.03(61.3)
350	-0.14	-0.17(-0.17)	0.03(6.67)
350	-0.17	-0.2(-0.2)	0.02(456)
350	-0.19	-0.19(-0.19)	0.0(599)
360	-0.2	-0.23(-0.23)	0.03(69.9)
360	-0.15	-0.19(-0.19)	0.04(7.21)
360	-0.19	-0.21(-0.21)	0.03(522)
360	-0.2	-0.21(-0.21)	0.0(686)
370	-0.18	-0.21(-0.21)	0.03(68.1)
370	-0.13	-0.16(-0.16)	0.04(7.24)
370	-0.16	-0.18(-0.18)	0.02(489)
370	-0.17	-0.17(-0.17)	0.0(639)
380	-0.23	-0.25(-0.25)	0.02(49.0)
380	-0.17	-0.2(-0.2)	0.03(5.25)
380	-0.23	-0.25(-0.25)	0.02(379)
380	-0.23	-0.24(-0.24)	0.0(500)
390	-0.2	-0.24(-0.24)	0.04(81.3)
390	-0.17	-0.21(-0.21)	0.04(8.74)
390	-0.18	-0.21(-0.21)	0.03(592)
390	-0.19	-0.2(-0.2)	0.0(775)
400	-0.09	-0.12(-0.12)	0.03(61.1)
400	-0.05	-0.09(-0.09)	0.03(6.5)
400	-0.1	-0.12(-0.12)	0.02(436)
400	-0.11	-0.11(-0.11)	0.0(570)
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 9, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 1.0, 'lr': 0.03, 'network': 35, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470756'}
Loaded pretrained weights.
#i	Loss	VTE	TV
0	0.34	-0.03(-0.03)	0.38(755)
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 9, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.1, 'lr': 0.03, 'network': 35, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470756'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 9, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.01, 'lr': 0.03, 'network': 35, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470756'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/lr_rate.toml but it doesnt exist
