Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 2, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 1.0, 'lr': 0.1, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470832'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 2, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.1, 'lr': 0.1, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470832'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 2, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 10.0, 'lr': 0.1, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470832'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 2, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 100.0, 'lr': 0.1, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470832'}
Loaded pretrained weights.
#i	Loss	VTE	TV
190	-0.35	-0.37(-0.37)	0.02(481)
190	-0.33	-0.42(-0.42)	0.09(187)
200	-0.22	-0.22(-0.22)	0.0(658)
200	0.01	-0.21(-0.21)	0.22(44.8)
200	-0.2	-0.23(-0.23)	0.03(607)
200	-0.15	-0.26(-0.26)	0.11(227)
210	-0.19	-0.19(-0.19)	0.0(673)
210	0.0	-0.22(-0.22)	0.22(45.0)
210	-0.16	-0.19(-0.19)	0.03(620)
210	-0.13	-0.24(-0.24)	0.11(228)
220	-0.13	-0.13(-0.13)	0.0(687)
220	0.13	-0.09(-0.09)	0.22(44.7)
220	-0.11	-0.14(-0.14)	0.03(630)
220	-0.05	-0.16(-0.16)	0.11(218)
230	-0.19	-0.2(-0.2)	0.0(680)
230	0.01	-0.22(-0.22)	0.23(46.0)
230	-0.17	-0.2(-0.2)	0.03(624)
230	-0.14	-0.25(-0.25)	0.11(217)
240	-0.33	-0.34(-0.34)	0.0(626)
240	-0.14	-0.35(-0.35)	0.21(41.6)
240	-0.32	-0.34(-0.34)	0.03(574)
240	-0.3	-0.4(-0.4)	0.1(196)
250	-0.2	-0.2(-0.2)	0.0(639)
250	-0.03	-0.22(-0.22)	0.19(38.4)
250	-0.18	-0.21(-0.21)	0.03(583)
250	-0.17	-0.26(-0.26)	0.09(188)
260	-0.35	-0.35(-0.35)	0.0(633)
260	-0.2	-0.4(-0.4)	0.2(39.0)
260	-0.33	-0.36(-0.36)	0.03(578)
260	-0.33	-0.42(-0.42)	0.09(190)
270	-0.26	-0.26(-0.26)	0.0(525)
270	-0.05	-0.22(-0.22)	0.17(34.0)
270	-0.24	-0.27(-0.27)	0.02(480)
270	-0.23	-0.31(-0.31)	0.08(163)
280	-0.19	-0.2(-0.2)	0.0(678)
280	0.05	-0.15(-0.15)	0.2(39.8)
280	-0.17	-0.2(-0.2)	0.03(617)
280	-0.13	-0.22(-0.22)	0.1(190)
290	-0.28	-0.28(-0.28)	0.0(545)
290	-0.13	-0.29(-0.29)	0.16(31.1)
290	-0.26	-0.29(-0.29)	0.02(495)
290	-0.26	-0.33(-0.33)	0.07(150)
300	-0.21	-0.21(-0.21)	0.0(711)
300	-0.05	-0.26(-0.26)	0.2(40.6)
300	-0.19	-0.22(-0.22)	0.03(646)
300	-0.17	-0.27(-0.27)	0.1(196)
310	-0.44	-0.44(-0.44)	0.0(560)
310	-0.32	-0.48(-0.48)	0.16(32.8)
310	-0.42	-0.45(-0.45)	0.03(509)
310	-0.44	-0.52(-0.52)	0.08(158)
320	-0.26	-0.26(-0.26)	0.0(655)
320	-0.11	-0.29(-0.29)	0.18(36.4)
320	-0.24	-0.27(-0.27)	0.03(595)
320	-0.23	-0.32(-0.32)	0.09(178)
330	-0.36	-0.36(-0.36)	0.0(517)
330	-0.23	-0.37(-0.37)	0.14(28.8)
330	-0.35	-0.37(-0.37)	0.02(469)
330	-0.36	-0.43(-0.43)	0.07(140)
340	-0.31	-0.32(-0.32)	0.0(574)
340	-0.19	-0.35(-0.35)	0.16(32.3)
340	-0.3	-0.33(-0.33)	0.03(521)
340	-0.3	-0.37(-0.37)	0.08(156)
350	-0.17	-0.17(-0.17)	0.0(636)
350	-0.03	-0.2(-0.2)	0.17(34.6)
350	-0.15	-0.18(-0.18)	0.03(576)
350	-0.14	-0.22(-0.22)	0.09(170)
360	-0.33	-0.33(-0.33)	0.0(569)
360	-0.24	-0.41(-0.41)	0.17(33.2)
360	-0.32	-0.34(-0.34)	0.03(517)
360	-0.33	-0.41(-0.41)	0.08(160)
370	-0.23	-0.23(-0.23)	0.0(621)
370	-0.07	-0.24(-0.24)	0.17(33.2)
370	-0.21	-0.24(-0.24)	0.03(563)
370	-0.21	-0.29(-0.29)	0.08(165)
380	-0.22	-0.23(-0.23)	0.0(648)
380	-0.05	-0.23(-0.23)	0.19(37.3)
380	-0.2	-0.23(-0.23)	0.03(589)
380	-0.18	-0.27(-0.27)	0.09(180)
390	-0.37	-0.38(-0.38)	0.0(707)
390	-0.27	-0.47(-0.47)	0.19(38.8)
390	-0.35	-0.38(-0.38)	0.03(641)
390	-0.37	-0.46(-0.46)	0.1(192)
400	0.02	0.02(0.02)	0.0(707)
400	0.25	0.05(0.05)	0.2(39.9)
400	0.05	0.02(0.02)	0.03(642)
400	0.11	0.02(0.02)	0.1(195)
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 5, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 1.0, 'lr': 0.03, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470841'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 5, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.1, 'lr': 0.03, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470841'}
Loaded pretrained weights.
#i	Loss	VTE	TV
0	0.5	0.14(0.14)	0.36(712)
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 5, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 10.0, 'lr': 0.03, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470841'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 5, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.01, 'lr': 0.03, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470841'}
Loaded pretrained weights.
#i	Loss	VTE	TV
0	0.18	0.14(0.14)	0.04(712)
0	3.7	0.14(0.14)	3.56(712)
0	0.14	0.14(0.14)	0.0(712)
10	0.34	0.03(0.03)	0.31(621)
10	1.34	0.06(0.06)	1.28(255)
10	0.06	0.03(0.03)	0.04(728)
10	0.03	0.03(0.03)	0.0(739)
20	0.29	0.01(0.01)	0.28(562)
20	0.52	0.01(0.01)	0.51(102)
20	0.07	0.03(0.03)	0.04(787)
20	0.03	0.03(0.03)	0.0(810)
30	0.2	-0.01(-0.01)	0.21(426)
30	0.52	-0.0(-0.0)	0.53(105)
30	0.03	-0.0(-0.0)	0.03(695)
30	0.0	-0.0(-0.0)	0.0(726)
40	0.23	-0.17(-0.17)	0.4(79.8)
40	0.02	-0.15(-0.15)	0.18(357)
40	-0.1	-0.13(-0.13)	0.03(663)
40	-0.12	-0.12(-0.12)	0.0(701)
50	0.48	-0.06(-0.06)	0.54(108)
50	0.13	-0.07(-0.07)	0.2(399)
50	-0.0	-0.05(-0.05)	0.04(866)
50	-0.04	-0.04(-0.04)	0.0(928)
60	0.27	-0.1(-0.1)	0.37(73.2)
60	-0.0	-0.13(-0.13)	0.12(250)
60	-0.07	-0.1(-0.1)	0.03(603)
60	-0.09	-0.1(-0.1)	0.0(656)
70	0.22	-0.12(-0.12)	0.34(67.4)
70	-0.03	-0.14(-0.14)	0.11(228)
70	-0.1	-0.13(-0.13)	0.03(542)
70	-0.12	-0.12(-0.12)	0.0(594)
80	0.11	-0.28(-0.28)	0.39(78.2)
80	-0.17	-0.28(-0.28)	0.11(219)
80	-0.21	-0.24(-0.24)	0.03(519)
80	-0.24	-0.24(-0.24)	0.0(574)
90	0.37	-0.06(-0.06)	0.43(86.7)
90	0.03	-0.1(-0.1)	0.13(250)
90	-0.06	-0.09(-0.09)	0.03(588)
90	-0.08	-0.09(-0.09)	0.0(655)
100	0.11	-0.22(-0.22)	0.33(66.2)
100	-0.19	-0.21(-0.21)	0.02(446)
100	-0.14	-0.24(-0.24)	0.09(184)
100	-0.2	-0.21(-0.21)	0.0(501)
110	0.26	-0.1(-0.1)	0.36(72.9)
110	-0.12	-0.15(-0.15)	0.02(496)
110	-0.06	-0.16(-0.16)	0.1(202)
110	-0.14	-0.15(-0.15)	0.0(560)
120	0.14	-0.16(-0.16)	0.3(60.9)
120	-0.12	-0.15(-0.15)	0.03(522)
120	-0.08	-0.18(-0.18)	0.1(200)
120	-0.14	-0.14(-0.14)	0.0(596)
130	0.07	-0.26(-0.26)	0.33(66.0)
130	-0.2	-0.23(-0.23)	0.02(497)
130	-0.17	-0.27(-0.27)	0.1(199)
130	-0.22	-0.23(-0.23)	0.0(570)
140	0.11	-0.16(-0.16)	0.27(54.7)
140	-0.16	-0.18(-0.18)	0.02(416)
140	-0.11	-0.2(-0.2)	0.08(166)
140	-0.18	-0.18(-0.18)	0.0(480)
150	0.03	-0.36(-0.36)	0.39(78.5)
150	-0.26	-0.28(-0.28)	0.03(567)
150	-0.22	-0.33(-0.33)	0.11(223)
150	-0.27	-0.28(-0.28)	0.0(661)
160	0.0	-0.31(-0.31)	0.31(61.8)
160	-0.25	-0.27(-0.27)	0.02(452)
160	-0.21	-0.3(-0.3)	0.09(180)
160	-0.26	-0.26(-0.26)	0.0(531)
170	0.11	-0.24(-0.24)	0.35(69.0)
170	-0.2	-0.23(-0.23)	0.02(498)
170	-0.14	-0.24(-0.24)	0.1(201)
170	-0.22	-0.22(-0.22)	0.0(588)
180	-0.02	-0.26(-0.26)	0.25(49.2)
180	-0.31	-0.33(-0.33)	0.02(340)
180	-0.27	-0.34(-0.34)	0.07(137)
180	-0.33	-0.33(-0.33)	0.0(404)
190	-0.15	-0.41(-0.41)	0.26(51.9)
190	-0.42	-0.44(-0.44)	0.02(374)
190	-0.42	-0.43(-0.43)	0.0(446)
190	-0.4	-0.48(-0.48)	0.07(150)
200	0.08	-0.26(-0.26)	0.35(69.0)
200	-0.25	-0.27(-0.27)	0.02(471)
200	-0.26	-0.26(-0.26)	0.0(565)
200	-0.19	-0.28(-0.28)	0.1(192)
210	0.11	-0.23(-0.23)	0.35(69.1)
210	-0.2	-0.23(-0.23)	0.02(478)
210	-0.22	-0.22(-0.22)	0.0(576)
210	-0.16	-0.25(-0.25)	0.1(193)
220	0.24	-0.13(-0.13)	0.37(73.9)
220	-0.13	-0.16(-0.16)	0.02(483)
220	-0.15	-0.15(-0.15)	0.0(587)
220	-0.07	-0.17(-0.17)	0.1(192)
230	0.1	-0.24(-0.24)	0.34(69.0)
230	-0.21	-0.23(-0.23)	0.02(474)
230	-0.23	-0.23(-0.23)	0.0(577)
230	-0.16	-0.25(-0.25)	0.1(190)
240	-0.08	-0.39(-0.39)	0.31(62.3)
240	-0.35	-0.37(-0.37)	0.02(434)
240	-0.36	-0.37(-0.37)	0.0(530)
240	-0.32	-0.41(-0.41)	0.09(171)
250	0.01	-0.26(-0.26)	0.27(53.2)
250	-0.25	-0.27(-0.27)	0.02(438)
250	-0.26	-0.26(-0.26)	0.0(541)
250	-0.21	-0.29(-0.29)	0.08(166)
260	-0.18	-0.44(-0.44)	0.26(51.9)
260	-0.39	-0.42(-0.42)	0.02(431)
260	-0.41	-0.41(-0.41)	0.0(533)
260	-0.38	-0.46(-0.46)	0.08(163)
270	-0.03	-0.26(-0.26)	0.23(45.6)
270	-0.28	-0.3(-0.3)	0.02(356)
270	-0.29	-0.29(-0.29)	0.0(440)
270	-0.26	-0.33(-0.33)	0.07(135)
280	0.07	-0.2(-0.2)	0.27(53.0)
280	-0.21	-0.23(-0.23)	0.02(454)
280	-0.23	-0.23(-0.23)	0.0(568)
280	-0.17	-0.25(-0.25)	0.08(163)
290	-0.13	-0.33(-0.33)	0.2(40.6)
290	-0.32	-0.34(-0.34)	0.02(362)
290	-0.33	-0.34(-0.34)	0.0(455)
290	-0.31	-0.37(-0.37)	0.06(127)
300	-0.04	-0.3(-0.3)	0.26(51.2)
300	-0.25	-0.27(-0.27)	0.02(469)
300	-0.25	-0.26(-0.26)	0.0(590)
300	-0.22	-0.3(-0.3)	0.08(163)
310	-0.34	-0.54(-0.54)	0.2(40.2)
310	-0.49	-0.51(-0.51)	0.02(369)
310	-0.49	-0.49(-0.49)	0.0(464)
310	-0.5	-0.56(-0.56)	0.06(129)
320	-0.1	-0.32(-0.32)	0.22(44.1)
320	-0.3	-0.32(-0.32)	0.02(429)
320	-0.31	-0.31(-0.31)	0.0(543)
320	-0.29	-0.36(-0.36)	0.07(144)
330	-0.25	-0.41(-0.41)	0.17(33.8)
330	-0.42	-0.44(-0.44)	0.02(337)
330	-0.42	-0.42(-0.42)	0.0(427)
330	-0.41	-0.47(-0.47)	0.06(112)
340	-0.19	-0.38(-0.38)	0.19(37.4)
340	-0.37	-0.39(-0.39)	0.02(373)
340	-0.37	-0.37(-0.37)	0.0(472)
340	-0.35	-0.41(-0.41)	0.06(124)
350	-0.03	-0.23(-0.23)	0.2(39.7)
350	-0.21	-0.23(-0.23)	0.02(412)
350	-0.22	-0.22(-0.22)	0.0(523)
350	-0.19	-0.26(-0.26)	0.07(135)
360	-0.23	-0.42(-0.42)	0.19(37.4)
360	-0.38	-0.4(-0.4)	0.02(369)
360	-0.39	-0.39(-0.39)	0.0(467)
360	-0.38	-0.44(-0.44)	0.06(124)
370	-0.08	-0.27(-0.27)	0.19(37.5)
370	-0.27	-0.29(-0.29)	0.02(401)
370	-0.27	-0.28(-0.28)	0.0(511)
370	-0.25	-0.32(-0.32)	0.06(130)
380	-0.06	-0.27(-0.27)	0.21(41.9)
380	-0.25	-0.27(-0.27)	0.02(420)
380	-0.27	-0.27(-0.27)	0.0(532)
380	-0.24	-0.31(-0.31)	0.07(140)
390	-0.26	-0.48(-0.48)	0.22(43.3)
390	-0.43	-0.45(-0.45)	0.02(457)
390	-0.44	-0.44(-0.44)	0.0(581)
390	-0.42	-0.5(-0.5)	0.07(149)
400	0.26	0.03(0.03)	0.22(44.6)
400	0.01	-0.01(-0.01)	0.02(458)
400	-0.01	-0.01(-0.01)	0.0(581)
400	0.07	-0.01(-0.01)	0.08(151)
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 5, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 1.0, 'lr': 0.1, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470842'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 5, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.1, 'lr': 0.1, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470842'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 5, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.01, 'lr': 0.1, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470842'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 5, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 10.0, 'lr': 0.1, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470842'}
Loaded pretrained weights.
#i	Loss	VTE	TV
0	0.5	0.14(0.14)	0.36(712)
0	0.18	0.14(0.14)	0.04(712)
0	0.14	0.14(0.14)	0.0(712)
0	3.7	0.14(0.14)	3.56(712)
10	0.19	-0.04(-0.04)	0.23(469)
10	-0.02	-0.03(-0.03)	0.0(734)
10	0.88	-0.03(-0.03)	0.91(182)
10	0.01	-0.03(-0.03)	0.04(708)
20	0.21	0.0(0.0)	0.21(416)
20	0.03	0.02(0.02)	0.0(774)
20	0.87	-0.0(-0.0)	0.88(176)
20	0.06	0.02(0.02)	0.04(726)
30	0.2	-0.0(-0.0)	0.2(405)
30	-0.01	-0.01(-0.01)	0.0(680)
30	0.92	-0.01(-0.01)	0.93(186)
30	0.02	-0.01(-0.01)	0.03(632)
40	0.09	-0.1(-0.1)	0.19(384)
40	-0.09	-0.09(-0.09)	0.0(657)
40	0.55	-0.16(-0.16)	0.71(142)
40	-0.06	-0.09(-0.09)	0.03(608)
50	0.2	-0.04(-0.04)	0.24(471)
50	0.99	-0.05(-0.05)	1.03(207)
50	-0.02	-0.03(-0.03)	0.0(861)
50	0.01	-0.03(-0.03)	0.04(785)
60	0.58	-0.1(-0.1)	0.68(136)
60	0.09	-0.08(-0.08)	0.17(340)
60	-0.06	-0.06(-0.06)	0.0(615)
60	-0.04	-0.06(-0.06)	0.03(557)
70	0.54	-0.1(-0.1)	0.64(129)
70	0.07	-0.1(-0.1)	0.17(332)
70	-0.06	-0.08(-0.08)	0.03(504)
70	-0.08	-0.08(-0.08)	0.0(554)
80	0.51	-0.22(-0.22)	0.74(147)
80	0.0	-0.17(-0.17)	0.18(354)
80	-0.13	-0.13(-0.13)	0.0(557)
80	-0.11	-0.13(-0.13)	0.03(514)
90	0.72	-0.05(-0.05)	0.77(155)
90	0.14	-0.05(-0.05)	0.19(388)
90	-0.04	-0.05(-0.05)	0.0(639)
90	-0.02	-0.05(-0.05)	0.03(590)
100	0.5	-0.17(-0.17)	0.68(135)
100	-0.01	-0.15(-0.15)	0.15(292)
100	-0.11	-0.11(-0.11)	0.0(494)
100	-0.1	-0.12(-0.12)	0.02(455)
110	0.65	-0.1(-0.1)	0.76(152)
110	0.06	-0.1(-0.1)	0.16(311)
110	-0.07	-0.08(-0.08)	0.0(551)
110	-0.06	-0.08(-0.08)	0.03(504)
120	0.54	-0.12(-0.12)	0.66(132)
120	0.06	-0.1(-0.1)	0.16(324)
120	-0.07	-0.07(-0.07)	0.0(587)
120	-0.05	-0.08(-0.08)	0.03(532)
130	0.42	-0.22(-0.22)	0.64(128)
130	-0.12	-0.13(-0.13)	0.0(561)
130	0.0	-0.16(-0.16)	0.16(321)
130	-0.1	-0.13(-0.13)	0.03(509)
140	0.38	-0.15(-0.15)	0.53(105)
140	-0.09	-0.1(-0.1)	0.0(472)
140	0.01	-0.12(-0.12)	0.14(276)
140	-0.08	-0.1(-0.1)	0.02(430)
150	0.51	-0.26(-0.26)	0.76(153)
150	-0.17	-0.17(-0.17)	0.0(653)
150	-0.01	-0.2(-0.2)	0.19(378)
150	-0.14	-0.17(-0.17)	0.03(593)
160	0.38	-0.22(-0.22)	0.6(121)
160	-0.15	-0.15(-0.15)	0.0(527)
160	-0.03	-0.18(-0.18)	0.15(296)
160	-0.13	-0.16(-0.16)	0.02(477)
170	0.42	-0.19(-0.19)	0.61(121)
170	-0.13	-0.14(-0.14)	0.0(581)
170	0.01	-0.16(-0.16)	0.16(329)
170	-0.11	-0.14(-0.14)	0.03(526)
180	0.22	-0.27(-0.27)	0.49(98.4)
180	-0.27	-0.27(-0.27)	0.0(398)
180	-0.19	-0.3(-0.3)	0.11(228)
180	-0.26	-0.28(-0.28)	0.02(359)
190	0.2	-0.35(-0.35)	0.55(109)
190	-0.35	-0.35(-0.35)	0.0(445)
190	-0.26	-0.38(-0.38)	0.12(248)
190	-0.34	-0.36(-0.36)	0.02(399)
200	0.32	-0.24(-0.24)	0.56(112)
200	-0.19	-0.19(-0.19)	0.0(559)
200	-0.05	-0.21(-0.21)	0.16(311)
200	-0.16	-0.19(-0.19)	0.03(501)
210	0.46	-0.19(-0.19)	0.65(129)
210	-0.16	-0.16(-0.16)	0.0(568)
210	-0.02	-0.18(-0.18)	0.16(313)
210	-0.14	-0.17(-0.17)	0.03(505)
220	0.49	-0.12(-0.12)	0.61(122)
220	-0.1	-0.1(-0.1)	0.0(578)
220	0.04	-0.11(-0.11)	0.16(315)
220	-0.08	-0.11(-0.11)	0.03(511)
230	0.43	-0.19(-0.19)	0.63(125)
230	-0.15	-0.15(-0.15)	0.0(565)
230	-0.03	-0.18(-0.18)	0.15(303)
230	-0.13	-0.16(-0.16)	0.03(501)
240	0.16	-0.35(-0.35)	0.51(102)
240	-0.24	-0.25(-0.25)	0.0(521)
240	-0.14	-0.28(-0.28)	0.14(278)
240	-0.23	-0.25(-0.25)	0.02(460)
250	0.15	-0.24(-0.24)	0.39(78.4)
250	-0.22	-0.22(-0.22)	0.0(526)
250	-0.12	-0.25(-0.25)	0.13(258)
250	-0.2	-0.22(-0.22)	0.02(464)
260	0.02	-0.4(-0.4)	0.42(83.8)
260	-0.33	-0.33(-0.33)	0.0(512)
260	-0.25	-0.37(-0.37)	0.12(242)
260	-0.32	-0.34(-0.34)	0.02(446)
270	0.13	-0.26(-0.26)	0.39(77.0)
270	-0.23	-0.23(-0.23)	0.0(415)
270	-0.16	-0.25(-0.25)	0.1(197)
270	-0.21	-0.23(-0.23)	0.02(359)
280	0.23	-0.21(-0.21)	0.44(87.7)
280	-0.18	-0.19(-0.19)	0.0(537)
280	-0.16	-0.19(-0.19)	0.02(463)
280	-0.08	-0.21(-0.21)	0.12(245)
290	-0.01	-0.33(-0.33)	0.32(64.2)
290	-0.29	-0.29(-0.29)	0.0(427)
290	-0.28	-0.3(-0.3)	0.02(365)
290	-0.24	-0.33(-0.33)	0.09(188)
300	0.1	-0.28(-0.28)	0.39(77.2)
300	-0.22	-0.23(-0.23)	0.0(545)
300	-0.21	-0.24(-0.24)	0.02(463)
300	-0.14	-0.26(-0.26)	0.11(228)
310	-0.21	-0.5(-0.5)	0.29(58.0)
310	-0.42	-0.42(-0.42)	0.0(424)
310	-0.42	-0.44(-0.44)	0.02(358)
310	-0.4	-0.49(-0.49)	0.09(177)
320	0.01	-0.32(-0.32)	0.33(66.0)
320	-0.29	-0.3(-0.3)	0.0(493)
320	-0.28	-0.3(-0.3)	0.02(414)
320	-0.23	-0.33(-0.33)	0.1(196)
330	-0.17	-0.4(-0.4)	0.23(45.7)
330	-0.37	-0.37(-0.37)	0.0(383)
330	-0.37	-0.38(-0.38)	0.02(320)
330	-0.34	-0.42(-0.42)	0.07(145)
340	-0.15	-0.39(-0.39)	0.24(47.8)
340	-0.34	-0.34(-0.34)	0.0(421)
340	-0.34	-0.36(-0.36)	0.02(350)
340	-0.31	-0.39(-0.39)	0.08(155)
350	-0.0	-0.25(-0.25)	0.25(49.9)
350	-0.21	-0.21(-0.21)	0.0(465)
350	-0.21	-0.23(-0.23)	0.02(385)
350	-0.17	-0.25(-0.25)	0.08(165)
360	-0.16	-0.38(-0.38)	0.23(45.2)
360	-0.35	-0.35(-0.35)	0.0(412)
360	-0.35	-0.37(-0.37)	0.02(341)
360	-0.32	-0.4(-0.4)	0.07(149)
370	-0.06	-0.29(-0.29)	0.22(44.6)
370	-0.27	-0.27(-0.27)	0.0(451)
370	-0.26	-0.28(-0.28)	0.02(371)
370	-0.22	-0.3(-0.3)	0.08(154)
380	-0.03	-0.28(-0.28)	0.25(49.0)
380	-0.25	-0.25(-0.25)	0.0(467)
380	-0.24	-0.26(-0.26)	0.02(385)
380	-0.2	-0.28(-0.28)	0.08(164)
390	-0.22	-0.47(-0.47)	0.25(50.2)
390	-0.41	-0.41(-0.41)	0.0(511)
390	-0.4	-0.42(-0.42)	0.02(420)
390	-0.37	-0.46(-0.46)	0.09(175)
400	0.27	0.01(0.01)	0.26(51.7)
400	-0.01	-0.02(-0.02)	0.0(510)
400	0.01	-0.02(-0.02)	0.02(420)
400	0.07	-0.02(-0.02)	0.09(177)
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 5, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 1.0, 'lr': 0.3, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470843'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 5, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.01, 'lr': 0.3, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470843'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 5, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.1, 'lr': 0.3, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470843'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 5, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 10.0, 'lr': 0.3, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470843'}
Loaded pretrained weights.
#i	Loss	VTE	TV
0	0.5	0.14(0.14)	0.36(712)
0	0.14	0.14(0.14)	0.0(712)
0	0.18	0.14(0.14)	0.04(712)
0	3.7	0.14(0.14)	3.56(712)
10	-0.01	-0.01(-0.01)	0.0(750)
10	0.25	-0.01(-0.01)	0.27(533)
10	1.51	-0.02(-0.02)	1.53(307)
10	0.02	-0.01(-0.01)	0.04(719)
20	0.08	0.08(0.08)	0.0(842)
20	0.35	0.05(0.05)	0.29(589)
20	1.59	0.04(0.04)	1.55(310)
20	0.11	0.07(0.07)	0.04(806)
30	0.03	0.02(0.02)	0.0(776)
30	1.71	0.03(0.03)	1.68(336)
30	0.32	0.03(0.03)	0.29(577)
30	0.07	0.03(0.03)	0.04(746)
40	-0.01	-0.01(-0.01)	0.0(765)
40	1.08	-0.08(-0.08)	1.16(232)
40	0.23	-0.02(-0.02)	0.26(518)
40	0.03	-0.01(-0.01)	0.04(731)
50	0.06	0.05(0.05)	0.01(1024)
50	1.81	0.01(0.01)	1.8(359)
50	0.44	0.07(0.07)	0.37(742)
50	0.11	0.06(0.06)	0.05(974)
60	0.04	0.04(0.04)	0.0(740)
60	1.33	-0.04(-0.04)	1.37(273)
60	0.28	0.02(0.02)	0.26(523)
60	0.07	0.04(0.04)	0.04(706)
70	0.0	0.0(0.0)	0.0(670)
70	1.29	-0.04(-0.04)	1.33(265)
70	0.22	-0.0(-0.0)	0.23(453)
70	0.03	0.0(0.0)	0.03(640)
80	-0.03	-0.03(-0.03)	0.0(687)
